items,hedge,keys,size,p
26,2.115385,5,55,0.996689
27,2.074074,5,56,0.996689
28,2.071429,5,58,0.996689
29,2,5,58,0.996689
30,2,5,60,0.996689
31,1.967742,5,61,0.996689
32,1.96875,5,63,0.996689
33,1.969697,5,65,0.996689
34,1.941176,5,66,0.996689
35,1.914286,5,67,0.996689
36,1.916667,5,69,0.996689
37,1.891892,5,70,0.996689
38,1.921053,5,73,0.996689
39,1.871795,5,73,0.996689
40,1.875,5,75,0.996689
41,1.878049,5,77,0.996689
42,1.857143,5,78,0.996689
43,1.860465,5,80,0.996689
44,1.840909,5,81,0.996689
45,1.844444,5,83,0.996689
46,1.847826,5,85,0.996689
47,1.829787,5,86,0.996689
48,1.833333,5,88,0.996689
49,1.816327,5,89,0.996689
1,12,7,12,0.996711
2,7.5,9,15,0.996711
3,5.666667,9,17,0.996711
4,4.75,8,19,0.996711
5,4.2,9,21,0.996711
6,3.833333,7,23,0.996711
7,3.571429,7,25,0.996711
8,3.375,7,27,0.996711
9,3.222222,7,29,0.996711
10,3,7,30,0.996711
11,2.909091,7,32,0.996711
12,2.833333,7,34,0.996711
13,2.769231,7,36,0.996711
14,2.714286,5,38,0.996711
15,2.6,7,39,0.996711
16,2.5625,7,41,0.996711
17,2.529412,5,43,0.996711
18,2.444444,6,44,0.996711
19,2.473684,5,47,0.996711
20,2.4,5,48,0.996711
21,2.285714,5,48,0.996711
22,2.227273,5,48,0.996711
23,2.26087,5,51,0.996711
24,2.166667,5,52,0.996711
25,2.12,5,53,0.996711
26,2.076923,5,54,0.996711
27,2.111111,5,57,0.996711
28,2.071429,5,58,0.996711
29,2,5,58,0.996711
30,2.033333,5,61,0.996711
31,1.967742,5,61,0.996711
32,2,5,64,0.996711
33,1.939394,5,64,0.996711
34,1.970588,5,67,0.996711
35,1.914286,5,67,0.996711
36,1.916667,5,69,0.996711
37,1.918919,5,71,0.996711
38,1.921053,5,73,0.996711
39,1.897436,5,74,0.996711
40,1.9,5,76,0.996711
41,1.853659,5,76,0.996711
42,1.857143,5,78,0.996711
43,1.837209,5,79,0.996711
44,1.840909,5,81,0.996711
45,1.822222,5,82,0.996711
46,1.826087,5,84,0.996711
47,1.829787,5,86,0.996711
48,1.8125,5,87,0.996711
49,1.816327,5,89,0.996711
1,11,11,11,0.9967
2,7.5,8,15,0.9967
3,5.666667,9,17,0.9967
4,4.75,9,19,0.9967
5,4.2,7,21,0.9967
6,3.833333,8,23,0.9967
7,3.571429,7,25,0.9967
8,3.375,7,27,0.9967
9,3.222222,7,29,0.9967
10,3,7,30,0.9967
11,2.909091,7,32,0.9967
12,2.833333,7,34,0.9967
13,2.692308,7,35,0.9967
14,2.714286,7,38,0.9967
15,2.6,7,39,0.9967
16,2.5625,5,41,0.9967
17,2.529412,7,43,0.9967
18,2.5,5,45,0.9967
19,2.368421,5,45,0.9967
20,2.3,5,46,0.9967
21,2.428571,5,50,0.9967
22,2.227273,5,48,0.9967
23,2.26087,5,51,0.9967
24,2.166667,5,52,0.9967
25,2.12,5,53,0.9967
26,2.115385,5,55,0.9967
27,2.074074,5,56,0.9967
28,2.035714,5,57,0.9967
29,2.068966,5,60,0.9967
30,2,5,60,0.9967
31,2,5,62,0.9967
32,1.96875,5,63,0.9967
33,1.969697,5,65,0.9967
34,1.941176,5,66,0.9967
35,1.942857,5,68,0.9967
36,1.916667,5,69,0.9967
37,1.945946,5,72,0.9967
38,1.894737,5,72,0.9967
39,1.897436,5,74,0.9967
40,1.85,5,74,0.9967
41,1.878049,5,77,0.9967
42,1.857143,5,78,0.9967
43,1.837209,5,79,0.9967
44,1.840909,5,81,0.9967
45,1.844444,5,83,0.9967
46,1.826087,5,84,0.9967
47,1.829787,5,86,0.9967
48,1.8125,5,87,0.9967
49,1.816327,5,89,0.9967
1,11,9,11,0.996721
2,7.5,9,15,0.996721
3,5.666667,9,17,0.996721
4,4.75,8,19,0.996721
5,4.2,7,21,0.996721
6,3.833333,7,23,0.996721
7,3.571429,7,25,0.996721
8,3.25,7,26,0.996721
9,3.222222,7,29,0.996721
10,3,7,30,0.996721
11,2.909091,7,32,0.996721
12,2.833333,7,34,0.996721
13,2.769231,7,36,0.996721
14,2.714286,7,38,0.996721
15,2.6,7,39,0.996721
16,2.5625,7,41,0.996721
17,2.529412,6,43,0.996721
18,2.5,5,45,0.996721
19,2.421053,5,46,0.996721
20,2.3,5,46,0.996721
21,2.285714,5,48,0.996721
22,2.227273,5,48,0.996721
23,2.26087,5,51,0.996721
24,2.125,5,51,0.996721
25,2.16,5,54,0.996721
26,2.115385,5,55,0.996721
27,2.074074,5,56,0.996721
28,2.071429,5,58,0.996721
29,2,5,58,0.996721
30,2,5,60,0.996721
31,1.967742,5,61,0.996721
32,1.96875,5,63,0.996721
33,1.969697,5,65,0.996721
34,1.911765,5,65,0.996721
35,1.914286,5,67,0.996721
36,1.916667,5,69,0.996721
37,1.891892,5,70,0.996721
38,1.894737,5,72,0.996721
39,1.897436,5,74,0.996721
40,1.875,5,75,0.996721
41,1.878049,5,77,0.996721
42,1.857143,5,78,0.996721
43,1.837209,5,79,0.996721
44,1.840909,5,81,0.996721
45,1.844444,5,83,0.996721
46,1.826087,5,84,0.996721
47,1.829787,5,86,0.996721
48,1.833333,5,88,0.996721
49,1.816327,5,89,0.996721
1,12,9,12,0.996732
2,7,11,14,0.996732
3,5.666667,9,17,0.996732
4,4.75,9,19,0.996732
5,4.2,8,21,0.996732
6,3.833333,7,23,0.996732
7,3.571429,7,25,0.996732
8,3.375,7,27,0.996732
9,3.111111,7,28,0.996732
10,3,7,30,0.996732
11,2.909091,7,32,0.996732
12,2.833333,7,34,0.996732
13,2.769231,7,36,0.996732
14,2.642857,7,37,0.996732
15,2.6,7,39,0.996732
16,2.5625,7,41,0.996732
17,2.529412,7,43,0.996732
18,2.5,5,45,0.996732
19,2.473684,5,47,0.996732
20,2.4,5,48,0.996732
21,2.285714,5,48,0.996732
22,2.227273,5,48,0.996732
23,2.26087,5,51,0.996732
24,2.208333,5,53,0.996732
25,2.16,5,54,0.996732
26,2.115385,5,55,0.996732
27,2.074074,5,56,0.996732
28,2.071429,5,58,0.996732
29,2,5,58,0.996732
30,2,5,60,0.996732
31,2,5,62,0.996732
32,2,5,64,0.996732
33,1.939394,5,64,0.996732
34,1.941176,5,66,0.996732
35,1.914286,5,67,0.996732
36,1.944444,5,70,0.996732
37,1.918919,5,71,0.996732
38,1.894737,5,72,0.996732
39,1.897436,5,74,0.996732
40,1.875,5,75,0.996732
41,1.878049,5,77,0.996732
42,1.880952,5,79,0.996732
43,1.860465,5,80,0.996732
44,1.840909,5,81,0.996732
45,1.844444,5,83,0.996732
46,1.826087,5,84,0.996732
47,1.808511,5,85,0.996732
48,1.8125,5,87,0.996732
49,1.816327,5,89,0.996732
1,11,12,11,0.996743
2,7,11,14,0.996743
3,5.666667,9,17,0.996743
4,4.75,9,19,0.996743
5,4.4,7,22,0.996743
6,3.833333,7,23,0.996743
7,3.571429,7,25,0.996743
8,3.25,7,26,0.996743
9,3.111111,7,28,0.996743
10,3,7,30,0.996743
11,2.909091,7,32,0.996743
12,2.833333,7,34,0.996743
13,2.769231,7,36,0.996743
14,2.714286,7,38,0.996743
15,2.6,7,39,0.996743
16,2.5625,5,41,0.996743
17,2.529412,7,43,0.996743
18,2.444444,5,44,0.996743
19,2.421053,5,46,0.996743
20,2.3,5,46,0.996743
21,2.285714,5,48,0.996743
22,2.227273,5,48,0.996743
23,2.26087,5,51,0.996743
24,2.166667,5,52,0.996743
25,2.16,5,54,0.996743
26,2.115385,5,55,0.996743
27,2.037037,5,55,0.996743
28,2.071429,5,58,0.996743
29,2,5,58,0.996743
30,2,5,60,0.996743
31,1.967742,5,61,0.996743
32,2,5,64,0.996743
33,1.939394,5,64,0.996743
34,1.970588,5,67,0.996743
35,1.914286,5,67,0.996743
36,1.888889,5,68,0.996743
37,1.891892,5,70,0.996743
38,1.894737,5,72,0.996743
39,1.871795,5,73,0.996743
40,1.875,5,75,0.996743
41,1.878049,5,77,0.996743
42,1.857143,5,78,0.996743
43,1.860465,5,80,0.996743
44,1.863636,5,82,0.996743
45,1.844444,5,83,0.996743
46,1.826087,5,84,0.996743
47,1.829787,5,86,0.996743
48,1.8125,5,87,0.996743
49,1.795918,5,88,0.996743
1,12,9,12,0.996753
2,7.5,9,15,0.996753
3,5.666667,9,17,0.996753
4,5,7,20,0.996753
5,4.4,7,22,0.996753
6,3.833333,7,23,0.996753
7,3.571429,7,25,0.996753
8,3.375,7,27,0.996753
9,3.222222,7,29,0.996753
10,3,7,30,0.996753
11,2.818182,7,31,0.996753
12,2.833333,7,34,0.996753
13,2.692308,7,35,0.996753
14,2.642857,7,37,0.996753
15,2.6,7,39,0.996753
16,2.5625,7,41,0.996753
17,2.529412,6,43,0.996753
18,2.444444,5,44,0.996753
19,2.368421,5,45,0.996753
20,2.3,5,46,0.996753
21,2.285714,5,48,0.996753
22,2.227273,5,48,0.996753
23,2.173913,5,50,0.996753
24,2.166667,5,52,0.996753
25,2.16,5,54,0.996753
26,2.076923,5,54,0.996753
27,2.074074,5,56,0.996753
28,2.071429,5,58,0.996753
29,2,5,58,0.996753
30,2,5,60,0.996753
31,2,5,62,0.996753
32,2,5,64,0.996753
33,1.969697,5,65,0.996753
34,1.941176,5,66,0.996753
35,1.914286,5,67,0.996753
36,1.916667,5,69,0.996753
37,1.891892,5,70,0.996753
38,1.921053,5,73,0.996753
39,1.897436,5,74,0.996753
40,1.875,5,75,0.996753
41,1.902439,5,78,0.996753
42,1.857143,5,78,0.996753
43,1.860465,5,80,0.996753
44,1.840909,5,81,0.996753
45,1.844444,5,83,0.996753
46,1.826087,5,84,0.996753
47,1.829787,5,86,0.996753
48,1.8125,5,87,0.996753
49,1.816327,5,89,0.996753
1,11,7,11,0.996764
2,7,10,14,0.996764
3,5.666667,9,17,0.996764
4,4.75,9,19,0.996764
5,4.2,9,21,0.996764
6,3.833333,8,23,0.996764
7,3.571429,7,25,0.996764
8,3.25,7,26,0.996764
9,3.111111,7,28,0.996764
10,3,7,30,0.996764
11,2.909091,7,32,0.996764
12,2.833333,7,34,0.996764
13,2.769231,7,36,0.996764
14,2.642857,7,37,0.996764
15,2.6,7,39,0.996764
16,2.5625,7,41,0.996764
17,2.529412,7,43,0.996764
18,2.5,5,45,0.996764
19,2.421053,5,46,0.996764
20,2.3,5,46,0.996764
21,2.285714,5,48,0.996764
22,2.227273,5,48,0.996764
23,2.26087,5,51,0.996764
24,2.166667,5,52,0.996764
25,2.16,5,54,0.996764
26,2.115385,5,55,0.996764
27,2.074074,5,56,0.996764
28,2.035714,5,57,0.996764
29,2,5,58,0.996764
30,2.033333,5,61,0.996764
31,2,5,62,0.996764
32,2,5,64,0.996764
33,1.939394,5,64,0.996764
34,1.941176,5,66,0.996764
35,1.942857,5,68,0.996764
36,1.916667,5,69,0.996764
37,1.918919,5,71,0.996764
38,1.894737,5,72,0.996764
39,1.897436,5,74,0.996764
40,1.9,5,76,0.996764
41,1.878049,5,77,0.996764
42,1.857143,5,78,0.996764
43,1.860465,5,80,0.996764
44,1.840909,5,81,0.996764
45,1.844444,5,83,0.996764
46,1.847826,5,85,0.996764
47,1.829787,5,86,0.996764
48,1.8125,5,87,0.996764
49,1.816327,5,89,0.996764
1,11,12,11,0.996774
2,7.5,9,15,0.996774
3,5.666667,9,17,0.996774
4,4.75,9,19,0.996774
5,4.2,9,21,0.996774
6,3.833333,7,23,0.996774
7,3.571429,7,25,0.996774
8,3.25,7,26,0.996774
9,3.111111,7,28,0.996774
10,3,7,30,0.996774
11,2.818182,7,31,0.996774
12,2.833333,7,34,0.996774
13,2.769231,7,36,0.996774
14,2.714286,7,38,0.996774
15,2.6,7,39,0.996774
16,2.5625,5,41,0.996774
17,2.529412,7,43,0.996774
18,2.5,7,45,0.996774
19,2.421053,5,46,0.996774
20,2.3,5,46,0.996774
21,2.285714,5,48,0.996774
22,2.318182,5,51,0.996774
23,2.26087,5,51,0.996774
24,2.208333,5,53,0.996774
25,2.12,5,53,0.996774
26,2.115385,5,55,0.996774
27,2.074074,5,56,0.996774
28,2.071429,5,58,0.996774
29,2.068966,5,60,0.996774
30,2.033333,5,61,0.996774
31,1.967742,5,61,0.996774
32,1.96875,5,63,0.996774
33,1.969697,5,65,0.996774
34,1.911765,5,65,0.996774
35,1.942857,5,68,0.996774
36,1.916667,5,69,0.996774
37,1.918919,5,71,0.996774
38,1.921053,5,73,0.996774
39,1.897436,5,74,0.996774
40,1.875,5,75,0.996774
41,1.878049,5,77,0.996774
42,1.857143,5,78,0.996774
43,1.860465,5,80,0.996774
44,1.863636,5,82,0.996774
45,1.844444,5,83,0.996774
46,1.826087,5,84,0.996774
47,1.829787,5,86,0.996774
48,1.8125,5,87,0.996774
49,1.816327,5,89,0.996774
1,11,12,11,0.996785
2,7,11,14,0.996785
3,5.333333,9,16,0.996785
4,4.75,9,19,0.996785
5,4.2,9,21,0.996785
6,3.833333,7,23,0.996785
7,3.571429,7,25,0.996785
8,3.25,7,26,0.996785
9,3.111111,7,28,0.996785
10,3,7,30,0.996785
11,2.909091,7,32,0.996785
12,2.833333,7,34,0.996785
13,2.769231,7,36,0.996785
14,2.642857,7,37,0.996785
15,2.6,7,39,0.996785
16,2.5625,7,41,0.996785
17,2.529412,5,43,0.996785
18,2.5,5,45,0.996785
19,2.421053,5,46,0.996785
20,2.4,5,48,0.996785
21,2.285714,5,48,0.996785
22,2.227273,5,48,0.996785
23,2.26087,5,51,0.996785
24,2.208333,5,53,0.996785
25,2.12,5,53,0.996785
26,2.115385,5,55,0.996785
27,2.111111,5,57,0.996785
28,2.071429,5,58,0.996785
29,2,5,58,0.996785
30,2.033333,5,61,0.996785
31,1.967742,5,61,0.996785
32,1.96875,5,63,0.996785
33,1.969697,5,65,0.996785
34,1.941176,5,66,0.996785
35,1.942857,5,68,0.996785
36,1.916667,5,69,0.996785
37,1.918919,5,71,0.996785
38,1.894737,5,72,0.996785
39,1.897436,5,74,0.996785
40,1.85,5,74,0.996785
41,1.878049,5,77,0.996785
42,1.880952,5,79,0.996785
43,1.837209,5,79,0.996785
44,1.863636,5,82,0.996785
45,1.822222,5,82,0.996785
46,1.847826,5,85,0.996785
47,1.851064,5,87,0.996785
48,1.8125,5,87,0.996785
49,1.816327,5,89,0.996785
1,11,11,11,0.996795
2,7.5,9,15,0.996795
3,5.666667,9,17,0.996795
4,4.75,9,19,0.996795
5,4.2,7,21,0.996795
6,3.833333,7,23,0.996795
7,3.571429,7,25,0.996795
8,3.375,7,27,0.996795
9,3.111111,7,28,0.996795
10,3,7,30,0.996795
11,2.818182,7,31,0.996795
12,2.833333,7,34,0.996795
13,2.769231,5,36,0.996795
14,2.714286,7,38,0.996795
15,2.6,7,39,0.996795
16,2.625,7,42,0.996795
17,2.529412,7,43,0.996795
18,2.444444,6,44,0.996795
19,2.473684,5,47,0.996795
20,2.4,5,48,0.996795
21,2.285714,5,48,0.996795
22,2.227273,5,48,0.996795
23,2.26087,5,51,0.996795
24,2.166667,5,52,0.996795
25,2.12,5,53,0.996795
26,2.115385,5,55,0.996795
27,2.074074,5,56,0.996795
28,2.035714,5,57,0.996795
29,2,5,58,0.996795
30,2.033333,5,61,0.996795
31,2,5,62,0.996795
32,2,5,64,0.996795
33,1.939394,5,64,0.996795
34,1.970588,5,67,0.996795
35,1.942857,5,68,0.996795
36,1.944444,5,70,0.996795
37,1.918919,5,71,0.996795
38,1.921053,5,73,0.996795
39,1.897436,5,74,0.996795
40,1.875,5,75,0.996795
41,1.878049,5,77,0.996795
42,1.857143,5,78,0.996795
43,1.837209,5,79,0.996795
44,1.840909,5,81,0.996795
45,1.844444,5,83,0.996795
46,1.847826,5,85,0.996795
47,1.829787,5,86,0.996795
48,1.833333,5,88,0.996795
49,1.816327,5,89,0.996795
1,12,7,12,0.996805
2,7,10,14,0.996805
3,5.666667,9,17,0.996805
4,4.75,10,19,0.996805
5,4.2,9,21,0.996805
6,3.833333,7,23,0.996805
7,3.285714,7,23,0.996805
8,3.375,7,27,0.996805
9,3.111111,7,28,0.996805
10,3,7,30,0.996805
11,2.909091,7,32,0.996805
12,2.833333,7,34,0.996805
13,2.692308,7,35,0.996805
14,2.714286,5,38,0.996805
15,2.6,7,39,0.996805
16,2.5625,7,41,0.996805
17,2.529412,7,43,0.996805
18,2.5,5,45,0.996805
19,2.473684,5,47,0.996805
20,2.3,5,46,0.996805
21,2.285714,5,48,0.996805
22,2.227273,5,48,0.996805
23,2.26087,5,51,0.996805
24,2.166667,5,52,0.996805
25,2.12,5,53,0.996805
26,2.153846,5,56,0.996805
27,2.074074,5,56,0.996805
28,2.071429,5,58,0.996805
29,2.068966,5,60,0.996805
30,2.033333,5,61,0.996805
31,2,5,62,0.996805
32,2,5,64,0.996805
33,1.939394,5,64,0.996805
34,1.941176,5,66,0.996805
35,1.942857,5,68,0.996805
36,1.888889,5,68,0.996805
37,1.918919,5,71,0.996805
38,1.894737,5,72,0.996805
39,1.871795,5,73,0.996805
40,1.9,5,76,0.996805
41,1.878049,5,77,0.996805
42,1.880952,5,79,0.996805
43,1.860465,5,80,0.996805
44,1.840909,5,81,0.996805
45,1.844444,5,83,0.996805
46,1.826087,5,84,0.996805
47,1.829787,5,86,0.996805
48,1.8125,5,87,0.996805
49,1.795918,5,88,0.996805
1,11,12,11,0.996815
2,7,11,14,0.996815
3,5.666667,9,17,0.996815
4,4.75,9,19,0.996815
5,4.2,9,21,0.996815
6,3.833333,7,23,0.996815
7,3.571429,7,25,0.996815
8,3.375,7,27,0.996815
9,3.111111,7,28,0.996815
10,3,7,30,0.996815
11,2.909091,7,32,0.996815
12,2.833333,7,34,0.996815
13,2.769231,7,36,0.996815
14,2.642857,7,37,0.996815
15,2.6,7,39,0.996815
16,2.5625,7,41,0.996815
17,2.529412,6,43,0.996815
18,2.5,7,45,0.996815
19,2.473684,5,47,0.996815
20,2.3,5,46,0.996815
21,2.285714,5,48,0.996815
22,2.318182,5,51,0.996815
23,2.26087,5,51,0.996815
24,2.208333,5,53,0.996815
25,2.16,5,54,0.996815
26,2.153846,5,56,0.996815
27,2.074074,5,56,0.996815
28,2.035714,5,57,0.996815
29,2,5,58,0.996815
30,2.033333,5,61,0.996815
31,2,5,62,0.996815
32,1.96875,5,63,0.996815
33,1.969697,5,65,0.996815
34,1.970588,5,67,0.996815
35,1.914286,5,67,0.996815
36,1.916667,5,69,0.996815
37,1.891892,5,70,0.996815
38,1.894737,5,72,0.996815
39,1.871795,5,73,0.996815
40,1.9,5,76,0.996815
41,1.853659,5,76,0.996815
42,1.857143,5,78,0.996815
43,1.860465,5,80,0.996815
44,1.840909,5,81,0.996815
45,1.844444,5,83,0.996815
46,1.847826,5,85,0.996815
47,1.808511,5,85,0.996815
48,1.833333,5,88,0.996815
49,1.816327,5,89,0.996815
1,11,11,11,0.996825
2,7.5,9,15,0.996825
3,5.666667,9,17,0.996825
4,4.75,9,19,0.996825
5,4.2,9,21,0.996825
6,3.833333,7,23,0.996825
7,3.571429,7,25,0.996825
8,3.375,7,27,0.996825
9,3.222222,7,29,0.996825
10,3,7,30,0.996825
11,2.909091,7,32,0.996825
12,2.833333,7,34,0.996825
13,2.692308,7,35,0.996825
14,2.714286,7,38,0.996825
15,2.6,7,39,0.996825
16,2.5625,7,41,0.996825
17,2.529412,5,43,0.996825
18,2.5,5,45,0.996825
19,2.421053,6,46,0.996825
20,2.3,5,46,0.996825
21,2.285714,5,48,0.996825
22,2.227273,5,48,0.996825
23,2.26087,5,51,0.996825
24,2.208333,5,53,0.996825
25,2.16,5,54,0.996825
26,2.115385,5,55,0.996825
27,2.111111,5,57,0.996825
28,2.035714,5,57,0.996825
29,2.068966,5,60,0.996825
30,2.033333,5,61,0.996825
31,2,5,62,0.996825
32,1.96875,5,63,0.996825
33,1.939394,5,64,0.996825
34,1.941176,5,66,0.996825
35,1.942857,5,68,0.996825
36,1.888889,5,68,0.996825
37,1.891892,5,70,0.996825
38,1.921053,5,73,0.996825
39,1.897436,5,74,0.996825
40,1.875,5,75,0.996825
41,1.853659,5,76,0.996825
42,1.857143,5,78,0.996825
43,1.837209,5,79,0.996825
44,1.840909,5,81,0.996825
45,1.844444,5,83,0.996825
46,1.826087,5,84,0.996825
47,1.829787,5,86,0.996825
48,1.833333,5,88,0.996825
49,1.816327,5,89,0.996825
1,12,7,12,0.996835
2,7,12,14,0.996835
3,5.333333,9,16,0.996835
4,4.75,9,19,0.996835
5,4.2,9,21,0.996835
6,3.833333,9,23,0.996835
7,3.571429,7,25,0.996835
8,3.375,7,27,0.996835
9,3.111111,7,28,0.996835
10,3,7,30,0.996835
11,2.909091,7,32,0.996835
12,2.833333,7,34,0.996835
13,2.769231,7,36,0.996835
14,2.714286,5,38,0.996835
15,2.666667,7,40,0.996835
16,2.625,5,42,0.996835
17,2.529412,5,43,0.996835
18,2.5,5,45,0.996835
19,2.368421,5,45,0.996835
20,2.45,5,49,0.996835
21,2.428571,5,50,0.996835
22,2.227273,5,48,0.996835
23,2.26087,5,51,0.996835
24,2.208333,5,53,0.996835
25,2.16,5,54,0.996835
26,2.115385,5,55,0.996835
27,2.111111,5,57,0.996835
28,2.071429,5,58,0.996835
29,2,5,58,0.996835
30,2.033333,5,61,0.996835
31,2,5,62,0.996835
32,2,5,64,0.996835
33,1.969697,5,65,0.996835
34,1.970588,5,67,0.996835
35,1.942857,5,68,0.996835
36,1.916667,5,69,0.996835
37,1.918919,5,71,0.996835
38,1.894737,5,72,0.996835
39,1.897436,5,74,0.996835
40,1.875,5,75,0.996835
41,1.853659,5,76,0.996835
42,1.880952,5,79,0.996835
43,1.837209,5,79,0.996835
44,1.863636,5,82,0.996835
45,1.844444,5,83,0.996835
46,1.847826,5,85,0.996835
47,1.829787,5,86,0.996835
48,1.833333,5,88,0.996835
49,1.816327,5,89,0.996835
1,12,8,12,0.996845
2,7.5,9,15,0.996845
3,5.666667,9,17,0.996845
4,4.75,9,19,0.996845
5,4.4,8,22,0.996845
6,3.833333,7,23,0.996845
7,3.571429,7,25,0.996845
8,3.375,7,27,0.996845
9,3.222222,7,29,0.996845
10,3,7,30,0.996845
11,2.909091,7,32,0.996845
12,2.833333,7,34,0.996845
13,2.769231,7,36,0.996845
14,2.642857,7,37,0.996845
15,2.6,7,39,0.996845
16,2.5625,7,41,0.996845
17,2.529412,7,43,0.996845
18,2.444444,5,44,0.996845
19,2.421053,5,46,0.996845
20,2.4,5,48,0.996845
21,2.285714,5,48,0.996845
22,2.227273,5,48,0.996845
23,2.26087,5,51,0.996845
24,2.208333,5,53,0.996845
25,2.16,5,54,0.996845
26,2.115385,5,55,0.996845
27,2.111111,5,57,0.996845
28,2.071429,5,58,0.996845
29,2,5,58,0.996845
30,2.033333,5,61,0.996845
31,2,5,62,0.996845
32,1.96875,5,63,0.996845
33,1.939394,5,64,0.996845
34,1.941176,5,66,0.996845
35,1.942857,5,68,0.996845
36,1.916667,5,69,0.996845
37,1.918919,5,71,0.996845
38,1.894737,5,72,0.996845
39,1.897436,5,74,0.996845
40,1.875,5,75,0.996845
41,1.878049,5,77,0.996845
42,1.857143,5,78,0.996845
43,1.860465,5,80,0.996845
44,1.840909,5,81,0.996845
45,1.822222,5,82,0.996845
46,1.826087,5,84,0.996845
47,1.829787,5,86,0.996845
48,1.833333,5,88,0.996845
49,1.816327,5,89,0.996845
1,11,12,11,0.996855
2,7,9,14,0.996855
3,5.666667,9,17,0.996855
4,4.75,9,19,0.996855
5,4.4,7,22,0.996855
6,3.833333,7,23,0.996855
7,3.428571,7,24,0.996855
8,3.375,7,27,0.996855
9,3.111111,7,28,0.996855
10,3,7,30,0.996855
11,2.909091,7,32,0.996855
12,2.833333,7,34,0.996855
13,2.769231,7,36,0.996855
14,2.714286,7,38,0.996855
15,2.666667,7,40,0.996855
16,2.5625,7,41,0.996855
17,2.529412,7,43,0.996855
18,2.5,7,45,0.996855
19,2.473684,5,47,0.996855
20,2.3,5,46,0.996855
21,2.238095,5,47,0.996855
22,2.318182,5,51,0.996855
23,2.26087,5,51,0.996855
24,2.166667,5,52,0.996855
25,2.12,5,53,0.996855
26,2.153846,5,56,0.996855
27,2.074074,5,56,0.996855
28,2.035714,5,57,0.996855
29,2,5,58,0.996855
30,2.033333,5,61,0.996855
31,2,5,62,0.996855
32,2,5,64,0.996855
33,1.969697,5,65,0.996855
34,1.970588,5,67,0.996855
35,1.942857,5,68,0.996855
36,1.944444,5,70,0.996855
37,1.891892,5,70,0.996855
38,1.894737,5,72,0.996855
39,1.897436,5,74,0.996855
40,1.875,5,75,0.996855
41,1.878049,5,77,0.996855
42,1.857143,5,78,0.996855
43,1.860465,5,80,0.996855
44,1.863636,5,82,0.996855
45,1.822222,5,82,0.996855
46,1.826087,5,84,0.996855
47,1.829787,5,86,0.996855
48,1.8125,5,87,0.996855
49,1.816327,5,89,0.996855
1,12,9,12,0.996865
2,7.5,9,15,0.996865
3,5.666667,9,17,0.996865
4,5,7,20,0.996865
5,4.2,7,21,0.996865
6,4,7,24,0.996865
7,3.571429,7,25,0.996865
8,3.25,7,26,0.996865
9,3.222222,7,29,0.996865
10,3,7,30,0.996865
11,2.909091,7,32,0.996865
12,2.833333,7,34,0.996865
13,2.769231,7,36,0.996865
14,2.642857,7,37,0.996865
15,2.666667,7,40,0.996865
16,2.5625,7,41,0.996865
17,2.529412,5,43,0.996865
18,2.5,7,45,0.996865
19,2.421053,5,46,0.996865
20,2.3,5,46,0.996865
21,2.285714,5,48,0.996865
22,2.227273,5,48,0.996865
23,2.26087,5,51,0.996865
24,2.208333,5,53,0.996865
25,2.16,5,54,0.996865
26,2.115385,5,55,0.996865
27,2.111111,5,57,0.996865
28,2.071429,5,58,0.996865
29,2.068966,5,60,0.996865
30,2.033333,5,61,0.996865
31,2,5,62,0.996865
32,2,5,64,0.996865
33,1.969697,5,65,0.996865
34,1.970588,5,67,0.996865
35,1.971429,5,69,0.996865
36,1.916667,5,69,0.996865
37,1.891892,5,70,0.996865
38,1.894737,5,72,0.996865
39,1.897436,5,74,0.996865
40,1.9,5,76,0.996865
41,1.878049,5,77,0.996865
42,1.857143,5,78,0.996865
43,1.883721,5,81,0.996865
44,1.863636,5,82,0.996865
45,1.844444,5,83,0.996865
46,1.847826,5,85,0.996865
47,1.829787,5,86,0.996865
48,1.8125,5,87,0.996865
49,1.816327,5,89,0.996865
1,11,12,11,0.996875
2,7.5,9,15,0.996875
3,5.666667,9,17,0.996875
4,4.75,9,19,0.996875
5,4.2,9,21,0.996875
6,3.833333,7,23,0.996875
7,3.571429,7,25,0.996875
8,3.375,7,27,0.996875
9,3.111111,7,28,0.996875
10,3,7,30,0.996875
11,2.818182,7,31,0.996875
12,2.833333,7,34,0.996875
13,2.769231,7,36,0.996875
14,2.714286,5,38,0.996875
15,2.666667,7,40,0.996875
16,2.5625,7,41,0.996875
17,2.529412,5,43,0.996875
18,2.5,7,45,0.996875
19,2.368421,5,45,0.996875
20,2.4,5,48,0.996875
21,2.428571,5,50,0.996875
22,2.227273,5,48,0.996875
23,2.26087,5,51,0.996875
24,2.166667,5,52,0.996875
25,2.12,5,53,0.996875
26,2.115385,5,55,0.996875
27,2.074074,5,56,0.996875
28,2.071429,5,58,0.996875
29,2,5,58,0.996875
30,2.033333,5,61,0.996875
31,2,5,62,0.996875
32,1.96875,5,63,0.996875
33,1.969697,5,65,0.996875
34,1.970588,5,67,0.996875
35,1.914286,5,67,0.996875
36,1.944444,5,70,0.996875
37,1.918919,5,71,0.996875
38,1.894737,5,72,0.996875
39,1.897436,5,74,0.996875
40,1.9,5,76,0.996875
41,1.878049,5,77,0.996875
42,1.880952,5,79,0.996875
43,1.860465,5,80,0.996875
